Date,U.S. Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),Price of U.S. Natural Gas Imports (Dollars per Thousand Cubic Feet),U.S. Natural Gas Pipeline Imports Price (Dollars per Thousand Cubic Feet),Price of U.S. Natural Gas LNG Imports (Dollars per Thousand Cubic Feet),Price of U.S. Natural Gas Exports (Dollars per Thousand Cubic Feet),Price of U.S. Natural Gas Pipeline Exports (Dollars per Thousand Cubic Feet),Price of Liquefied U.S. Natural Gas Exports (Dollars per Thousand Cubic Feet),U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet),U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),U.S. Natural Gas % of Total Residential - Sales (%),U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),Percent of Commercial Natural Gas Deliveries in U.S. Total Represented by the Price (%),United States Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),Percent of Industrial Natural Gas Deliveries in U.S. Total Represented by the Price (%),U.S. Natural Gas Electric Power Price (Dollars per Thousand Cubic Feet)
01/01/1973,,,,,,,,,,,,,,,
01/02/1973,,,,,,,,,,,,,,,
01/03/1973,,,,,,,,,,,,,,,
01/04/1973,,,,,,,,,,,,,,,
01/05/1973,,,,,,,,,,,,,,,
01/06/1973,,,,,,,,,,,,,,,
01/07/1973,,,,,,,,,,,,,,,
01/08/1973,,,,,,,,,,,,,,,
01/09/1973,,,,,,,,,,,,,,,
01/10/1973,,,,,,,,,,,,,,,
01/11/1973,,,,,,,,,,,,,,,
01/12/1973,,,,,,,,,,,,,,,
01/01/1974,,,,,,,,,,,,,,,
01/02/1974,,,,,,,,,,,,,,,
01/03/1974,,,,,,,,,,,,,,,
01/04/1974,,,,,,,,,,,,,,,
01/05/1974,,,,,,,,,,,,,,,
01/06/1974,,,,,,,,,,,,,,,
01/07/1974,,,,,,,,,,,,,,,
01/08/1974,,,,,,,,,,,,,,,
01/09/1974,,,,,,,,,,,,,,,
01/10/1974,,,,,,,,,,,,,,,
01/11/1974,,,,,,,,,,,,,,,
01/12/1974,,,,,,,,,,,,,,,
01/01/1975,,,,,,,,,,,,,,,
01/02/1975,,,,,,,,,,,,,,,
01/03/1975,,,,,,,,,,,,,,,
01/04/1975,,,,,,,,,,,,,,,
01/05/1975,,,,,,,,,,,,,,,
01/06/1975,,,,,,,,,,,,,,,
01/07/1975,,,,,,,,,,,,,,,
01/08/1975,,,,,,,,,,,,,,,
01/09/1975,,,,,,,,,,,,,,,
01/10/1975,,,,,,,,,,,,,,,
01/11/1975,,,,,,,,,,,,,,,
01/12/1975,,,,,,,,,,,,,,,
01/01/1976,0.54,,,,,,,,,,,,,,
01/02/1976,0.54,,,,,,,,,,,,,,
01/03/1976,0.54,,,,,,,,,,,,,,
01/04/1976,0.55,,,,,,,,,,,,,,
01/05/1976,0.55,,,,,,,,,,,,,,
01/06/1976,0.58,,,,,,,,,,,,,,
01/07/1976,0.58,,,,,,,,,,,,,,
01/08/1976,0.6,,,,,,,,,,,,,,
01/09/1976,0.6,,,,,,,,,,,,,,
01/10/1976,0.62,,,,,,,,,,,,,,
01/11/1976,0.63,,,,,,,,,,,,,,
01/12/1976,0.64,,,,,,,,,,,,,,
01/01/1977,0.67,,,,,,,,,,,,,,
01/02/1977,0.71,,,,,,,,,,,,,,
01/03/1977,0.75,,,,,,,,,,,,,,
01/04/1977,0.77,,,,,,,,,,,,,,
01/05/1977,0.77,,,,,,,,,,,,,,
01/06/1977,0.82,,,,,,,,,,,,,,
01/07/1977,0.83,,,,,,,,,,,,,,
01/08/1977,0.82,,,,,,,,,,,,,,
01/09/1977,0.83,,,,,,,,,,,,,,
01/10/1977,0.84,,,,,,,,,,,,,,
01/11/1977,0.83,,,,,,,,,,,,,,
01/12/1977,0.84,,,,,,,,,,,,,,
01/01/1978,0.87,,,,,,,,,,,,,,
01/02/1978,0.88,,,,,,,,,,,,,,
01/03/1978,0.89,,,,,,,,,,,,,,
01/04/1978,0.88,,,,,,,,,,,,,,
01/05/1978,0.91,,,,,,,,,,,,,,
01/06/1978,0.91,,,,,,,,,,,,,,
01/07/1978,0.89,,,,,,,,,,,,,,
01/08/1978,0.91,,,,,,,,,,,,,,
01/09/1978,0.92,,,,,,,,,,,,,,
01/10/1978,0.92,,,,,,,,,,,,,,
01/11/1978,0.93,,,,,,,,,,,,,,
01/12/1978,0.96,,,,,,,,,,,,,,
01/01/1979,1.02,,,,,,,,,,,,,,
01/02/1979,1.05,,,,,,,,,,,,,,
01/03/1979,1.1,,,,,,,,,,,,,,
01/04/1979,1.11,,,,,,,,,,,,,,
01/05/1979,1.15,,,,,,,,,,,,,,
01/06/1979,1.17,,,,,,,,,,,,,,
01/07/1979,1.2,,,,,,,,,,,,,,
01/08/1979,1.24,,,,,,,,,,,,,,
01/09/1979,1.24,,,,,,,,,,,,,,
01/10/1979,1.28,,,,,,,,,,,,,,
01/11/1979,1.29,,,,,,,,,,,,,,
01/12/1979,1.31,,,,,,,,,,,,,,
01/01/1980,1.37,,,,,,,,,,,,,,
01/02/1980,1.42,,,,,,,,,,,,,,
01/03/1980,1.46,,,,,,,,,,,,,,
01/04/1980,1.51,,,,,,,,,,,,,,
01/05/1980,1.56,,,,,,,,,,,,,,
01/06/1980,1.57,,,,,,,,,,,,,,
01/07/1980,1.64,,,,,,,,,,,,,,
01/08/1980,1.64,,,,,,,,,,,,,,
01/09/1980,1.69,,,,,,,,,,,,,,
01/10/1980,1.71,,,,,,,,,,,,,,
01/11/1980,1.76,,,,,,,,,,,,,,
01/12/1980,1.74,,,,,,,,,,,,,,
01/01/1981,1.77,,,,,,,,3.94,,,,,,
01/02/1981,1.81,,,,,,,,3.99,,,,,,
01/03/1981,1.86,,,,,,,,4.06,,,,,,
01/04/1981,1.93,,,,,,,,4.11,,,,,,
01/05/1981,1.95,,,,,,,,4.29,,,,,,
01/06/1981,1.95,,,,,,,,4.3,,,,,,
01/07/1981,2.01,,,,,,,,4.32,,,,,,
01/08/1981,2.02,,,,,,,,4.3,,,,,,
01/09/1981,2.08,,,,,,,,4.47,,,,,,
01/10/1981,2.11,,,,,,,,4.5,,,,,,
01/11/1981,2.15,,,,,,,,4.53,,,,,,
01/12/1981,2.16,,,,,,,,4.55,,,,,,
01/01/1982,2.23,,,,,,,,4.65,,,,,,
01/02/1982,2.3,,,,,,,,4.69,,,,,,
01/03/1982,2.35,,,,,,,,4.78,,,,,,
01/04/1982,2.4,,,,,,,,4.86,,,,,,
01/05/1982,2.45,,,,,,,,5.17,,,,,,
01/06/1982,2.45,,,,,,,,5.2,,,,,,
01/07/1982,2.47,,,,,,,,5.23,,,,,,
01/08/1982,2.53,,,,,,,,5.23,,,,,,
01/09/1982,2.56,,,,,,,,5.41,,,,,,
01/10/1982,2.6,,,,,,,,5.66,,,,,,
01/11/1982,2.62,,,,,,,,5.68,,,,,,
01/12/1982,2.62,,,,,,,,5.74,,,,,,
01/01/1983,2.66,,,,,,,,5.86,,,,,,
01/02/1983,2.66,,,,,,,,5.87,,,,,,
01/03/1983,2.58,,,,,,,,6,,,,,,
01/04/1983,2.53,,,,,,,,6.06,,,,,,
01/05/1983,2.53,,,,,,,,6.22,,,,,,
01/06/1983,2.59,,,,,,,,6.2,,,,,,
01/07/1983,2.52,,,,,,,,6.21,,,,,,
01/08/1983,2.58,,,,,,,,6.18,,,,,,
01/09/1983,2.67,,,,,,,,6.19,,,,,,
01/10/1983,2.58,,,,,,,3.97,6.7,,5.62,,,,
01/11/1983,2.6,,,,,,,3.91,6.3,,5.67,,,,
01/12/1983,2.61,,,,,,,3.88,5.94,,5.62,,,,
01/01/1984,2.67,,,,,,,3.94,5.78,,5.49,,,,
01/02/1984,2.71,,,,,,,4.02,5.84,,5.54,,,,
01/03/1984,2.67,,,,,,,3.91,5.92,,5.57,,,,
01/04/1984,2.64,,,,,,,3.96,5.96,,5.52,,,,
01/05/1984,2.67,,,,,,,3.98,6.27,,5.6,,,,
01/06/1984,2.7,,,,,,,4.02,6.76,,5.67,,,,
01/07/1984,2.68,,,,,,,4.06,7.11,,5.6,,,,
01/08/1984,2.69,,,,,,,3.69,7.23,,5.47,,,,
01/09/1984,2.62,,,,,,,4.02,7.17,,5.53,,,,
01/10/1984,2.63,,,,,,,3.99,6.8,,5.54,,,,
01/11/1984,2.61,,,,,,,3.92,6.31,,5.56,,,,
01/12/1984,2.57,,,,,,,3.97,6.05,,5.6,,,,
01/01/1985,2.64,,,,,,,3.89,5.97,,5.62,,,,
01/02/1985,2.71,,,,,,,3.94,5.86,,5.53,,,,
01/03/1985,2.62,,,,,,,3.97,5.99,,5.59,,,,
01/04/1985,2.64,,,,,,,3.91,6.11,,5.65,,,,
01/05/1985,2.53,,,,,,,3.89,6.59,,5.59,,,,
01/06/1985,2.58,,,,,,,3.86,6.96,,5.65,,,,
01/07/1985,2.51,,,,,,,3.69,7.07,,5.44,,,,
01/08/1985,2.47,,,,,,,3.7,7.21,,5.42,,,,
01/09/1985,2.42,,,,,,,3.68,7.06,,5.37,,,,
01/10/1985,2.37,,,,,,,3.59,6.5,,5.3,,,,
01/11/1985,2.36,,,,,,,3.46,6.13,,5.39,,,,
01/12/1985,2.28,,,,,,,3.45,5.7,,5.25,,,,
01/01/1986,2.28,,,,,,,3.52,5.63,,5.25,,,,
01/02/1986,2.26,,,,,,,3.52,5.67,,5.28,,,,
01/03/1986,2.16,,,,,,,3.5,5.71,,5.25,,,,
01/04/1986,2.1,,,,,,,3.33,5.89,,5.23,,,,
01/05/1986,1.96,,,,,,,3.15,6.18,,5.19,,,,
01/06/1986,1.85,,,,,,,3.11,6.67,,5.09,,,,
01/07/1986,1.8,,,,,,,3.08,6.84,,5.02,,,,
01/08/1986,1.77,,,,,,,3.04,6.94,,4.9,,,,
01/09/1986,1.78,,,,,,,3.02,6.83,,4.93,,,,
01/10/1986,1.73,,,,,,,2.94,6.38,,4.88,,,,
01/11/1986,1.77,,,,,,,2.9,5.66,,4.74,,,,
01/12/1986,1.76,,,,,,,2.99,5.28,,4.73,,,,
01/01/1987,1.74,,,,,,,2.98,5.3,,4.8,,,,
01/02/1987,1.73,,,,,,,3.03,5.34,,4.79,,,,
01/03/1987,1.73,,,,,,,2.91,5.36,,4.8,,,,
01/04/1987,1.69,,,,,,,2.86,5.46,,4.9,,,,
01/05/1987,1.65,,,,,,,2.81,5.98,,4.88,,,,
01/06/1987,1.65,,,,,,,2.84,6.55,,4.87,,,,
01/07/1987,1.66,,,,,,,2.92,6.78,,4.78,,,,
01/08/1987,1.63,,,,,,,2.89,6.84,,4.77,,,,
01/09/1987,1.56,,,,,,,2.83,6.64,,4.6,,,,
01/10/1987,1.57,,,,,,,2.69,5.85,,4.62,,,,
01/11/1987,1.64,,,,,,,2.76,5.42,,4.66,,,,
01/12/1987,1.7,,,,,,,2.84,5.13,,4.67,,,,
01/01/1988,1.96,,,,,,,2.91,5.08,,4.6,93.8,,,
01/02/1988,1.84,,,,,,,2.95,5.09,,4.69,93.3,,,
01/03/1988,1.7,,,,,,,2.87,5.18,,4.69,92.5,,,
01/04/1988,1.59,,,,,,,2.79,5.35,,4.71,91.7,,,
01/05/1988,1.52,,,,,,,2.75,5.87,,4.61,89.4,,,
01/06/1988,1.53,,,,,,,2.87,6.5,,4.53,87.5,,,
01/07/1988,1.56,,,,,,,2.87,6.74,,4.48,86.3,,,
01/08/1988,1.62,,,,,,,2.92,6.92,,4.37,87.2,,,
01/09/1988,1.53,,,,,,,3.05,6.79,,4.41,87.6,,,
01/10/1988,1.68,,,,,,,2.92,5.95,,4.53,87.4,,,
01/11/1988,1.76,,,,,,,2.98,5.56,,4.69,88.7,,,
01/12/1988,1.89,,,,,,,3.08,5.39,,4.78,89.7,,,
01/01/1989,1.99,1.72,,,2.69,,,3.17,5.41,,4.81,91,,,
01/02/1989,1.81,1.88,,,2.4,,,3.1,5.38,,4.8,91.2,,,
01/03/1989,1.69,1.81,,,2.4,,,2.89,5.45,,4.79,90.8,,,
01/04/1989,1.56,1.73,,,2.33,,,2.83,5.54,,4.77,89.2,,,
01/05/1989,1.61,1.76,,,2.44,,,2.94,5.93,,4.64,88.2,,,
01/06/1989,1.65,1.81,,,2.57,,,2.98,6.58,,4.57,86.1,,,
01/07/1989,1.65,1.75,,,2.54,,,3.08,6.92,,4.65,85.1,,,
01/08/1989,1.61,1.77,,,2.48,,,3.04,7.07,,4.61,85.1,,,
01/09/1989,1.55,1.77,,,2.41,,,2.99,6.8,,4.67,84.6,,,
01/10/1989,1.58,1.78,,,2.56,,,2.84,6.06,,4.61,85.2,,,
01/11/1989,1.66,1.91,,,2.71,,,2.98,5.56,,4.71,87.7,,,
01/12/1989,1.92,1.99,,,2.79,,,3.1,5.3,,4.81,90.7,,,
01/01/1990,2.23,2.12,,,3.11,,,3.24,5.43,,4.97,90.8,,,
01/02/1990,1.85,2.1,,,2.94,,,3.1,5.65,,5.05,88.8,,,
01/03/1990,1.55,1.99,,,2.42,,,2.94,5.6,,4.92,88.3,,,
01/04/1990,1.49,1.82,,,2.95,,,2.83,5.64,,4.82,86.9,,,
01/05/1990,1.47,1.79,,,2.51,,,2.81,6,,4.63,85.5,,,
01/06/1990,1.48,1.79,,,2.75,,,3,6.56,,4.56,83.8,,,
01/07/1990,1.49,1.83,,,2.95,,,3.03,7.04,,4.45,81.8,,,
01/08/1990,1.51,1.78,,,2.79,,,2.91,7.08,,4.55,81.7,,,
01/09/1990,1.56,1.8,,,2.82,,,2.92,6.9,,4.55,80.3,,,
01/10/1990,1.76,1.84,,,2.71,,,2.81,6.14,,4.66,81.2,,,
01/11/1990,1.94,2.12,,,2.74,,,3.14,5.69,,4.81,84.7,,,
01/12/1990,2.04,2.13,,,4.23,,,3.19,5.62,,4.92,87.9,,,
01/01/1991,1.96,2.11,,,3.61,,,3.08,5.54,,4.94,89.4,,,
01/02/1991,1.62,1.92,,,3.08,,,2.94,5.56,,4.94,88.5,,,
01/03/1991,1.49,1.86,,,2.76,,,2.78,5.6,,4.89,87.8,,,
01/04/1991,1.5,1.79,,,2.87,,,2.74,5.9,,4.87,84,,,
01/05/1991,1.48,1.74,,,2.14,,,2.76,6.28,,4.65,83.2,,,
01/06/1991,1.43,1.72,,,2.19,,,2.86,6.97,,4.8,80,,,
01/07/1991,1.34,1.68,,,2.36,,,2.74,7.23,,4.5,79.3,,,
01/08/1991,1.43,1.6,,,2.53,,,2.78,7.36,,4.73,81.6,,,
01/09/1991,1.59,1.67,,,2.32,,,2.91,6.92,,4.57,78.1,,,
01/10/1991,1.82,1.8,,,2.27,,,2.92,6.2,,4.58,78.7,,,
01/11/1991,1.89,1.91,,,2.41,,,2.92,5.51,,4.71,85.1,,,
01/12/1991,2,1.98,,,2.58,,,3.05,5.51,,4.84,86.1,,,
01/01/1992,1.74,1.98,,,2.3,,,2.9,5.53,,4.85,87.1,,,
01/02/1992,1.26,1.68,,,1.98,,,2.7,5.54,,5.03,85.2,,,
01/03/1992,1.35,1.65,,,2.03,,,2.61,5.5,,4.77,84.7,,,
01/04/1992,1.42,1.63,,,1.88,,,2.74,5.62,,4.77,84,,,
01/05/1992,1.51,1.66,,,2.12,,,2.9,6.15,,4.59,79.3,,,
01/06/1992,1.62,1.77,,,2.17,,,3,6.84,,4.72,79.4,,,
01/07/1992,1.55,1.7,,,2.16,,,3.01,7.27,,4.64,76,,,
01/08/1992,1.84,1.83,,,2.31,,,3.18,7.45,,4.73,76.1,,,
01/09/1992,1.92,1.96,,,2.36,,,3.23,7.15,,4.69,78,,,
01/10/1992,2.38,2.22,,,2.65,,,3.5,6.52,,4.9,80.9,,,
01/11/1992,2.13,1.96,,,2.52,,,3.33,6.02,,5.12,83.1,,,
01/12/1992,2.07,2.13,,,2.49,,,3.17,5.74,,5.11,85.6,,,
01/01/1993,2.03,2.07,,,2.44,,,3.11,5.73,,5.23,86.6,,,
01/02/1993,1.76,1.89,,,2.45,,,2.94,5.73,,5.14,86.3,,,
01/03/1993,2,1.94,,,2.46,,,3.06,5.67,,5.1,86.4,,,
01/04/1993,2.06,2.03,,,2.58,,,3.24,6.02,,5.19,84.9,,,
01/05/1993,2.18,2.17,,,2.63,,,3.58,6.78,,5.31,82.2,,,
01/06/1993,1.98,1.98,,,2.31,,,3.44,7.37,,5.4,79,,,
01/07/1993,1.99,1.92,,,2.55,,,3.34,7.86,,5.15,79.2,,,
01/08/1993,2.04,1.97,,,2.68,,,3.35,8.13,,5.34,78,,,
01/09/1993,2.09,2.09,,,2.78,,,3.54,7.75,,5.35,78.3,,,
01/10/1993,2.02,1.93,,,2.52,,,3.15,6.79,,5.18,79.9,,,
01/11/1993,2.03,2.07,,,2.83,,,3.15,6.17,,5.21,83,,,
01/12/1993,2.15,2.27,,,3.01,,,3.27,6.07,,5.33,85.1,,,
01/01/1994,1.93,2.11,,,2.71,,,3.04,5.93,,5.5,83.7,,,
01/02/1994,1.88,2.24,,,2.74,,,3.26,6.04,,5.58,83.9,,,
01/03/1994,1.93,2.21,,,2.74,,,3.33,6.3,,5.67,82.8,,,
01/04/1994,1.91,1.96,,,2.45,,,3.15,6.6,,5.6,78.6,,,
01/05/1994,2,1.94,,,2.47,,,3.17,6.84,,5.47,74.5,,,
01/06/1994,1.8,1.77,,,2.52,,,3.17,7.66,,5.37,70.5,,,
01/07/1994,1.81,1.82,,,2.65,,,3.12,8.1,,5.25,68.7,,,
01/08/1994,1.83,1.76,,,2.42,,,3.15,8.22,,5.31,72.6,,,
01/09/1994,1.78,1.66,,,2.37,,,2.92,7.84,,5.36,72.2,,,
01/10/1994,1.7,1.54,,,2.38,,,2.8,6.86,,5.11,74.3,,,
01/11/1994,1.75,1.71,,,2.21,,,2.84,6.27,,5.19,77.8,,,
01/12/1994,1.88,1.72,,,2.47,,,2.86,6.06,,5.24,82.1,,,
01/01/1995,1.62,1.6,,,2.36,,,2.79,5.85,,5.23,81.6,,,
01/02/1995,1.48,1.46,,,2.3,,,2.71,5.76,,5.14,81.7,,,
01/03/1995,1.47,1.4,,,2.22,,,2.74,5.84,,5.12,81.2,,,
01/04/1995,1.52,1.37,,,2.17,,,2.72,6.06,,5.08,77.2,,,
01/05/1995,1.55,1.46,,,2.23,,,2.8,6.54,,5.04,71.8,,,
01/06/1995,1.58,1.47,,,2.34,,,2.89,7.49,,5.16,71.4,,,
01/07/1995,1.43,1.4,,,2.3,,,2.89,7.82,,5.03,67.3,,,
01/08/1995,1.43,1.34,,,2.6,,,2.87,8.13,,4.99,66.6,,,
01/09/1995,1.52,1.43,,,2.58,,,2.89,7.73,,4.98,67.9,,,
01/10/1995,1.54,1.48,,,2.21,,,2.83,6.62,,4.82,69.7,,,
01/11/1995,1.61,1.61,,,2.69,,,2.67,5.61,,4.77,75.6,,,
01/12/1995,1.84,1.8,,,2.94,,,2.83,5.54,,5,79.2,,,
01/01/1996,2.05,2.09,,,3.1,,,3.14,5.64,,5.29,83.2,,,
01/02/1996,1.89,1.95,,,2.85,,,3.16,5.82,,5.25,83.3,,,
01/03/1996,1.95,1.92,,,2.88,,,3.17,5.93,,5.36,81.8,,,
01/04/1996,2.08,1.87,,,2.88,,,3.22,6.27,,5.34,79.5,,,
01/05/1996,2.01,1.72,,,2.73,,,3.18,6.84,,5.4,74.6,,,
01/06/1996,2.08,1.7,,,2.87,,,3.41,7.83,,5.43,70,,,
