Date,Type,Million Standard Cubic Metres,Terajoules,1000 Metric Tons
01/09/2019,Imports,0,0,0
01/09/2019,LNG,0,0,0
01/09/2019,Pipeline,0,0,0
01/09/2019,Exports,0,0,0
01/09/2019,LNG,11393,0,0
01/09/2019,Pipeline,2061.75,0,0
01/09/2019,Stock Change,0,0,0
01/09/2019,Gross Inland Deliveries (Calculated),0,0,0
01/09/2019,Statistical Difference (Calculated),0,0,0
01/09/2019,Gross Inland Deliveries (Observed),3807.484,0,0
01/09/2019,of which: Electricity and Heat Generation,0,0,0
01/09/2019,Closing Stocks,0,0,0
01/10/2019,Production,17134.214,0,0
01/10/2019,Receipts from Other Sources,0,0,0
01/10/2019,Imports,0,0,0
01/10/2019,LNG,0,0,0
01/10/2019,Pipeline,0,0,0
01/10/2019,Exports,0,0,0
01/10/2019,LNG,10774,0,0
01/10/2019,Pipeline,2042.693,0,0
01/10/2019,Stock Change,0,0,0
01/10/2019,Gross Inland Deliveries (Calculated),0,0,0
01/10/2019,Statistical Difference (Calculated),0,0,0
01/10/2019,Gross Inland Deliveries (Observed),3880.853,0,0
01/10/2019,of which: Electricity and Heat Generation,0,0,0
01/10/2019,Closing Stocks,0,0,0
01/11/2019,Production,16618.027,0,0
01/11/2019,Receipts from Other Sources,0,0,0
01/11/2019,Imports,0,0,0
01/11/2019,LNG,0,0,0
01/11/2019,Pipeline,0,0,0
01/11/2019,Exports,0,0,0
01/11/2019,LNG,10768,0,0
01/11/2019,Pipeline,1952.164,0,0
01/11/2019,Stock Change,0,0,0
01/11/2019,Gross Inland Deliveries (Calculated),0,0,0
01/11/2019,Statistical Difference (Calculated),0,0,0
01/11/2019,Gross Inland Deliveries (Observed),3439.648,0,0
01/11/2019,of which: Electricity and Heat Generation,0,0,0
01/11/2019,Closing Stocks,0,0,0
01/12/2019,Production,17204.44,0,0
01/12/2019,Receipts from Other Sources,0,0,0
01/12/2019,Imports,0,0,0
01/12/2019,LNG,0,0,0
01/12/2019,Pipeline,0,0,0
01/12/2019,Exports,0,0,0
01/12/2019,LNG,11301,0,0
01/12/2019,Pipeline,1896.9741,0,0
01/12/2019,Stock Change,0,0,0
01/12/2019,Gross Inland Deliveries (Calculated),0,0,0
01/12/2019,Statistical Difference (Calculated),0,0,0
01/12/2019,Gross Inland Deliveries (Observed),3511.2894,0,0
01/12/2019,of which: Electricity and Heat Generation,0,0,0
01/12/2019,Closing Stocks,0,0,0
01/01/2020,Production,17977.802,0,0
01/01/2020,Receipts from Other Sources,0,0,0
01/01/2020,Imports,0,0,0
01/01/2020,LNG,0,0,0
01/01/2020,Pipeline,0,0,0
01/01/2020,Exports,0,0,0
01/01/2020,LNG,12408,0,0
01/01/2020,Pipeline,1528.289,0,0
01/01/2020,Stock Change,0,0,0
01/01/2020,Gross Inland Deliveries (Calculated),0,0,0
01/01/2020,Statistical Difference (Calculated),0,0,0
01/01/2020,Gross Inland Deliveries (Observed),3359.426,0,0
01/01/2020,of which: Electricity and Heat Generation,0,0,0
01/01/2020,Closing Stocks,0,0,0
01/02/2020,Production,15201.731,0,0
01/02/2020,Receipts from Other Sources,0,0,0
01/02/2020,Imports,0,0,0
01/02/2020,LNG,0,0,0
01/02/2020,Pipeline,0,0,0
01/02/2020,Exports,0,0,0
01/02/2020,LNG,10665,0,0
01/02/2020,Pipeline,1221.0225,0,0
01/02/2020,Stock Change,0,0,0
01/02/2020,Gross Inland Deliveries (Calculated),0,0,0
01/02/2020,Statistical Difference (Calculated),0,0,0
01/02/2020,Gross Inland Deliveries (Observed),2843.2382,0,0
01/02/2020,of which: Electricity and Heat Generation,0,0,0
01/02/2020,Closing Stocks,0,0,0
01/03/2020,Production,16527.639,0,0
01/03/2020,Receipts from Other Sources,0,0,0
01/03/2020,Imports,0,0,0
01/03/2020,LNG,0,0,0
01/03/2020,Pipeline,0,0,0
01/03/2020,Exports,0,0,0
01/03/2020,LNG,11711,0,0
01/03/2020,Pipeline,1542.334,0,0
01/03/2020,Stock Change,0,0,0
01/03/2020,Gross Inland Deliveries (Calculated),0,0,0
01/03/2020,Statistical Difference (Calculated),0,0,0
01/03/2020,Gross Inland Deliveries (Observed),3063.6,0,0
01/03/2020,of which: Electricity and Heat Generation,0,0,0
01/03/2020,Closing Stocks,0,0,0
01/04/2020,Production,16273.977,0,0
01/04/2020,Receipts from Other Sources,0,0,0
01/04/2020,Imports,0,0,0
01/04/2020,LNG,0,0,0
01/04/2020,Pipeline,0,0,0
01/04/2020,Exports,0,0,0
01/04/2020,LNG,10384,0,0
01/04/2020,Pipeline,2018.425,0,0
01/04/2020,Stock Change,0,0,0
01/04/2020,Gross Inland Deliveries (Calculated),0,0,0
01/04/2020,Statistical Difference (Calculated),0,0,0
01/04/2020,Gross Inland Deliveries (Observed),3025.089,0,0
01/04/2020,of which: Electricity and Heat Generation,0,0,0
01/04/2020,Closing Stocks,0,0,0
01/05/2020,Production,17706.555,0,0
01/05/2020,Receipts from Other Sources,0,0,0
01/05/2020,Imports,0,0,0
01/05/2020,LNG,0,0,0
01/05/2020,Pipeline,0,0,0
01/05/2020,Exports,0,0,0
01/05/2020,LNG,11068,0,0
01/05/2020,Pipeline,2072.539,0,0
01/05/2020,Stock Change,0,0,0
01/05/2020,Gross Inland Deliveries (Calculated),0,0,0
01/05/2020,Statistical Difference (Calculated),0,0,0
01/05/2020,Gross Inland Deliveries (Observed),3340.992,0,0
01/05/2020,of which: Electricity and Heat Generation,0,0,0
01/05/2020,Closing Stocks,0,0,0
01/06/2020,Production,17572.021,0,0
01/06/2020,Receipts from Other Sources,0,0,0
01/06/2020,Imports,0,0,0
01/06/2020,LNG,0,0,0
01/06/2020,Pipeline,0,0,0
01/06/2020,Exports,0,0,0
01/06/2020,LNG,10880,0,0
01/06/2020,Pipeline,2026.92,0,0
01/06/2020,Stock Change,0,0,0
01/06/2020,Gross Inland Deliveries (Calculated),0,0,0
01/06/2020,Statistical Difference (Calculated),0,0,0
01/06/2020,Gross Inland Deliveries (Observed),3492.317,0,0
01/06/2020,of which: Electricity and Heat Generation,0,0,0
01/06/2020,Closing Stocks,0,0,0
01/07/2020,Production,17922.499,0,0
01/07/2020,Receipts from Other Sources,0,0,0
01/07/2020,Imports,0,0,0
01/07/2020,LNG,0,0,0
01/07/2020,Pipeline,0,0,0
01/07/2020,Exports,0,0,0
01/07/2020,LNG,11223,0,0
01/07/2020,Pipeline,2120.819,0,0
01/07/2020,Stock Change,0,0,0
01/07/2020,Gross Inland Deliveries (Calculated),0,0,0
01/07/2020,Statistical Difference (Calculated),0,0,0
01/07/2020,Gross Inland Deliveries (Observed),3434.919,0,0
01/07/2020,of which: Electricity and Heat Generation,0,0,0
01/07/2020,Closing Stocks,0,0,0
01/08/2020,Production,17993.603,0,0
01/08/2020,Receipts from Other Sources,0,0,0
01/08/2020,Imports,0,0,0
01/08/2020,LNG,0,0,0
01/08/2020,Pipeline,0,0,0
01/08/2020,Exports,0,0,0
01/08/2020,LNG,10760,0,0
01/08/2020,Pipeline,2126.964,0,0
01/08/2020,Stock Change,0,0,0
01/08/2020,Gross Inland Deliveries (Calculated),0,0,0
01/08/2020,Statistical Difference (Calculated),0,0,0
01/08/2020,Gross Inland Deliveries (Observed),3766.736,0,0
01/08/2020,of which: Electricity and Heat Generation,0,0,0
01/08/2020,Closing Stocks,0,0,0
01/09/2020,Production,17448.843,0,0
01/09/2020,Receipts from Other Sources,0,0,0
01/09/2020,Imports,0,0,0
01/09/2020,LNG,0,0,0
01/09/2020,Pipeline,0,0,0
01/09/2020,Exports,0,0,0
01/09/2020,LNG,10498,0,0
01/09/2020,Pipeline,2052.405,0,0
01/09/2020,Stock Change,0,0,0
01/09/2020,Gross Inland Deliveries (Calculated),0,0,0
01/09/2020,Statistical Difference (Calculated),0,0,0
01/09/2020,Gross Inland Deliveries (Observed),3651.175,0,0
01/09/2020,of which: Electricity and Heat Generation,0,0,0
01/09/2020,Closing Stocks,0,0,0
01/10/2020,Production,17873.341,0,0
01/10/2020,Receipts from Other Sources,0,0,0
01/10/2020,Imports,0,0,0
01/10/2020,LNG,0,0,0
01/10/2020,Pipeline,0,0,0
01/10/2020,Exports,0,0,0
01/10/2020,LNG,10766,0,0
01/10/2020,Pipeline,2122.574,0,0
01/10/2020,Stock Change,0,0,0
01/10/2020,Gross Inland Deliveries (Calculated),0,0,0
01/10/2020,Statistical Difference (Calculated),0,0,0
01/10/2020,Gross Inland Deliveries (Observed),3613.117,0,0
01/10/2020,of which: Electricity and Heat Generation,0,0,0
01/10/2020,Closing Stocks,0,0,0
01/11/2020,Production,16021.674,0,0
01/11/2020,Receipts from Other Sources,0,0,0
01/11/2020,Imports,0,0,0
01/11/2020,LNG,0,0,0
01/11/2020,Pipeline,0,0,0
01/11/2020,Exports,0,0,0
01/11/2020,LNG,9240,0,0
01/11/2020,Pipeline,1954.712,0,0
01/11/2020,Stock Change,0,0,0
01/11/2020,Gross Inland Deliveries (Calculated),0,0,0
01/11/2020,Statistical Difference (Calculated),0,0,0
01/11/2020,Gross Inland Deliveries (Observed),3460.885,0,0
01/11/2020,of which: Electricity and Heat Generation,0,0,0
01/11/2020,Closing Stocks,0,0,0
01/12/2020,Production,17196.54,0,0
01/12/2020,Receipts from Other Sources,0,0,0
01/12/2020,Imports,0,0,0
01/12/2020,LNG,0,0,0
01/12/2020,Pipeline,0,0,0
01/12/2020,Exports,0,0,0
01/12/2020,LNG,10946,0,0
01/12/2020,Pipeline,1828.5039,0,0
01/12/2020,Stock Change,0,0,0
01/12/2020,Gross Inland Deliveries (Calculated),0,0,0
01/12/2020,Statistical Difference (Calculated),0,0,0
01/12/2020,Gross Inland Deliveries (Observed),3434.9188,0,0
01/12/2020,of which: Electricity and Heat Generation,0,0,0
01/12/2020,Closing Stocks,0,0,0
01/01/2021,Production,18105.964,0,0
01/01/2021,Receipts from Other Sources,0,0,0
01/01/2021,Imports,0,0,0
01/01/2021,LNG,0,0,0
01/01/2021,Pipeline,0,0,0
01/01/2021,Exports,0,0,0
01/01/2021,LNG,12390,0,0
01/01/2021,Pipeline,1542.334,0,0
01/01/2021,Stock Change,0,0,0
01/01/2021,Gross Inland Deliveries (Calculated),0,0,0
01/01/2021,Statistical Difference (Calculated),0,0,0
01/01/2021,Gross Inland Deliveries (Observed),3343.625,0,0
01/01/2021,of which: Electricity and Heat Generation,0,0,0
01/01/2021,Closing Stocks,0,0,0
01/02/2021,Production,16165.863,0,0
01/02/2021,Receipts from Other Sources,0,0,0
01/02/2021,Imports,0,0,0
01/02/2021,LNG,0,0,0
01/02/2021,Pipeline,0,0,0
01/02/2021,Exports,0,0,0
01/02/2021,LNG,11203,0,0
01/02/2021,Pipeline,1227.3655,0,0
01/02/2021,Stock Change,0,0,0
01/02/2021,Gross Inland Deliveries (Calculated),0,0,0
01/02/2021,Statistical Difference (Calculated),0,0,0
01/02/2021,Gross Inland Deliveries (Observed),3018.4629,0,0
01/02/2021,of which: Electricity and Heat Generation,0,0,0
01/02/2021,Closing Stocks,0,0,0
01/03/2021,Production,16877.013,0,0
01/03/2021,Receipts from Other Sources,0,0,0
01/03/2021,Imports,0,0,0
01/03/2021,LNG,0,0,0
01/03/2021,Pipeline,0,0,0
01/03/2021,Exports,0,0,0
01/03/2021,LNG,11095,0,0
01/03/2021,Pipeline,1698.586,0,0
01/03/2021,Stock Change,0,0,0
01/03/2021,Gross Inland Deliveries (Calculated),0,0,0
01/03/2021,Statistical Difference (Calculated),0,0,0
01/03/2021,Gross Inland Deliveries (Observed),3344.503,0,0
01/03/2021,of which: Electricity and Heat Generation,0,0,0
01/03/2021,Closing Stocks,0,0,0
01/04/2021,Production,17056.371,0,0
01/04/2021,Receipts from Other Sources,0,0,0
01/04/2021,Imports,0,0,0
01/04/2021,LNG,0,0,0
01/04/2021,Pipeline,0,0,0
01/04/2021,Exports,0,0,0
01/04/2021,LNG,10849,0,0
01/04/2021,Pipeline,2025.221,0,0
01/04/2021,Stock Change,0,0,0
01/04/2021,Gross Inland Deliveries (Calculated),0,0,0
01/04/2021,Statistical Difference (Calculated),0,0,0
01/04/2021,Gross Inland Deliveries (Observed),3347.052,0,0
01/04/2021,of which: Electricity and Heat Generation,0,0,0
01/04/2021,Closing Stocks,0,0,0
01/05/2021,Production,18321.03,0,0
01/05/2021,Receipts from Other Sources,0,0,0
01/05/2021,Imports,0,0,0
01/05/2021,LNG,0,0,0
01/05/2021,Pipeline,0,0,0
01/05/2021,Exports,0,0,0
01/05/2021,LNG,11643,0,0
01/05/2021,Pipeline,2124.33,0,0
01/05/2021,Stock Change,0,0,0
01/05/2021,Gross Inland Deliveries (Calculated),0,0,0
01/05/2021,Statistical Difference (Calculated),0,0,0
01/05/2021,Gross Inland Deliveries (Observed),3665.786,0,0
01/05/2021,of which: Electricity and Heat Generation,0,0,0
01/05/2021,Closing Stocks,0,0,0
01/06/2021,Production,17445.445,0,0
01/06/2021,Receipts from Other Sources,0,0,0
01/06/2021,Imports,0,0,0
01/06/2021,LNG,0,0,0
01/06/2021,Pipeline,0,0,0
01/06/2021,Exports,0,0,0
01/06/2021,LNG,10765,0,0
01/06/2021,Pipeline,2064.298,0,0
01/06/2021,Stock Change,0,0,0
01/06/2021,Gross Inland Deliveries (Calculated),0,0,0
01/06/2021,Statistical Difference (Calculated),0,0,0
01/06/2021,Gross Inland Deliveries (Observed),3673.262,0,0
01/06/2021,of which: Electricity and Heat Generation,0,0,0
01/06/2021,Closing Stocks,0,0,0
01/07/2021,Production,17624.917,0,0
01/07/2021,Receipts from Other Sources,0,0,0
01/07/2021,Imports,0,0,0
01/07/2021,LNG,0,0,0
01/07/2021,Pipeline,0,0,0
01/07/2021,Exports,0,0,0
01/07/2021,LNG,10880,0,0
01/07/2021,Pipeline,1929.454,0,0
01/07/2021,Stock Change,0,0,0
01/07/2021,Gross Inland Deliveries (Calculated),0,0,0
01/07/2021,Statistical Difference (Calculated),0,0,0
01/07/2021,Gross Inland Deliveries (Observed),3791.315,0,0
01/07/2021,of which: Electricity and Heat Generation,0,0,0
01/07/2021,Closing Stocks,0,0,0
01/08/2021,Production,17996.236,0,0
01/08/2021,Receipts from Other Sources,0,0,0
01/08/2021,Imports,0,0,0
01/08/2021,LNG,0,0,0
01/08/2021,Pipeline,0,0,0
01/08/2021,Exports,0,0,0
01/08/2021,LNG,11118,0,0
01/08/2021,Pipeline,1935.598,0,0
01/08/2021,Stock Change,0,0,0
01/08/2021,Gross Inland Deliveries (Calculated),0,0,0
01/08/2021,Statistical Difference (Calculated),0,0,0
01/08/2021,Gross Inland Deliveries (Observed),3283.933,0,0
01/08/2021,of which: Electricity and Heat Generation,0,0,0
01/08/2021,Closing Stocks,0,0,0
01/09/2021,Production,17823.475,0,0
01/09/2021,Receipts from Other Sources,0,0,0
01/09/2021,Imports,0,0,0
01/09/2021,LNG,0,0,0
01/09/2021,Pipeline,0,0,0
01/09/2021,Exports,0,0,0
01/09/2021,LNG,11217,0,0
01/09/2021,Pipeline,1867.213,0,0
01/09/2021,Stock Change,0,0,0
01/09/2021,Gross Inland Deliveries (Calculated),0,0,0
01/09/2021,Statistical Difference (Calculated),0,0,0
01/09/2021,Gross Inland Deliveries (Observed),3118.535,0,0
01/09/2021,of which: Electricity and Heat Generation,0,0,0
01/09/2021,Closing Stocks,0,0,0
01/10/2021,Production,17582.782,0,0
01/10/2021,Receipts from Other Sources,0,0,0
01/10/2021,Imports,0,0,0
01/10/2021,LNG,0,0,0
01/10/2021,Pipeline,0,0,0
01/10/2021,Exports,0,0,0
01/10/2021,LNG,11306,0,0
01/10/2021,Pipeline,1832.893,0,0
01/10/2021,Stock Change,0,0,0
01/10/2021,Gross Inland Deliveries (Calculated),0,0,0
01/10/2021,Statistical Difference (Calculated),0,0,0
01/10/2021,Gross Inland Deliveries (Observed),2918.759,0,0
01/10/2021,of which: Electricity and Heat Generation,0,0,0
01/10/2021,Closing Stocks,0,0,0
01/11/2021,Production,16017.426,0,0
01/11/2021,Receipts from Other Sources,0,0,0
01/11/2021,Imports,0,0,0
01/11/2021,LNG,0,0,0
01/11/2021,Pipeline,0,0,0
01/11/2021,Exports,0,0,0
01/11/2021,LNG,10315,0,0
01/11/2021,Pipeline,1718.55,0,0
01/11/2021,Stock Change,0,0,0
01/11/2021,Gross Inland Deliveries (Calculated),0,0,0
01/11/2021,Statistical Difference (Calculated),0,0,0
01/11/2021,Gross Inland Deliveries (Observed),2598.637,0,0
01/11/2021,of which: Electricity and Heat Generation,0,0,0
01/11/2021,Closing Stocks,0,0,0
01/12/2021,Production,17718.844,0,0
01/12/2021,Receipts from Other Sources,0,0,0
01/12/2021,Imports,0,0,0
01/12/2021,LNG,0,0,0
01/12/2021,Pipeline,0,0,0
01/12/2021,Exports,0,0,0
01/12/2021,LNG,11734,0,0
01/12/2021,Pipeline,1718.7761,0,0
01/12/2021,Stock Change,0,0,0
01/12/2021,Gross Inland Deliveries (Calculated),0,0,0
01/12/2021,Statistical Difference (Calculated),0,0,0
01/12/2021,Gross Inland Deliveries (Observed),2657.1682,0,0
01/12/2021,of which: Electricity and Heat Generation,0,0,0
01/12/2021,Closing Stocks,0,0,0
01/01/2022,Production,17872.463,0,0
01/01/2022,Receipts from Other Sources,0,0,0
01/01/2022,Imports,0,0,0
01/01/2022,LNG,0,0,0
01/01/2022,Pipeline,0,0,0
01/01/2022,Exports,0,0,0
01/01/2022,LNG,12433,0,0
01/01/2022,Pipeline,1457.185,0,0
01/01/2022,Stock Change,0,0,0
01/01/2022,Gross Inland Deliveries (Calculated),0,0,0
01/01/2022,Statistical Difference (Calculated),0,0,0
01/01/2022,Gross Inland Deliveries (Observed),2787.964,0,0
01/01/2022,of which: Electricity and Heat Generation,0,0,0
01/01/2022,Closing Stocks,0,0,0
01/02/2022,Production,13504.192,0,0
01/02/2022,Receipts from Other Sources,0,0,0
01/02/2022,Imports,0,0,0
01/02/2022,LNG,0,0,0
01/02/2022,Pipeline,0,0,0
01/02/2022,Exports,0,0,0
01/02/2022,LNG,9315,0,0
01/02/2022,Pipeline,918.1455,0,0
01/02/2022,Stock Change,0,0,0
01/02/2022,Gross Inland Deliveries (Calculated),0,0,0
01/02/2022,Statistical Difference (Calculated),0,0,0
01/02/2022,Gross Inland Deliveries (Observed),2512.6107,0,0
01/02/2022,of which: Electricity and Heat Generation,0,0,0
01/02/2022,Closing Stocks,0,0,0
01/03/2022,Production,16645.267,0,0
01/03/2022,Receipts from Other Sources,0,0,0
01/03/2022,Imports,0,0,0
01/03/2022,LNG,0,0,0
01/03/2022,Pipeline,0,0,0
01/03/2022,Exports,0,0,0
01/03/2022,LNG,10861,0,0
01/03/2022,Pipeline,1877.662,0,0
01/03/2022,Stock Change,0,0,0
01/03/2022,Gross Inland Deliveries (Calculated),0,0,0
01/03/2022,Statistical Difference (Calculated),0,0,0
01/03/2022,Gross Inland Deliveries (Observed),2623.811,0,0
01/03/2022,of which: Electricity and Heat Generation,0,0,0
01/03/2022,Closing Stocks,0,0,0
01/04/2022,Production,18227.84,0,0
01/04/2022,Receipts from Other Sources,0,0,0
01/04/2022,Imports,0,0,0
01/04/2022,LNG,0,0,0
01/04/2022,Pipeline,0,0,0
01/04/2022,Exports,0,0,0
01/04/2022,LNG,11962,0,0
01/04/2022,Pipeline,1842.577,0,0
01/04/2022,Stock Change,0,0,0
01/04/2022,Gross Inland Deliveries (Calculated),0,0,0
01/04/2022,Statistical Difference (Calculated),0,0,0
01/04/2022,Gross Inland Deliveries (Observed),2872.178,0,0
01/04/2022,of which: Electricity and Heat Generation,0,0,0
01/04/2022,Closing Stocks,0,0,0
01/05/2022,Production,18227.84,0,0
01/05/2022,Receipts from Other Sources,0,0,0
01/05/2022,Imports,0,0,0
01/05/2022,LNG,0,0,0
01/05/2022,Pipeline,0,0,0
01/05/2022,Exports,0,0,0
01/05/2022,LNG,11962,0,0
01/05/2022,Pipeline,1842.577,0,0
01/05/2022,Stock Change,0,0,0
01/05/2022,Gross Inland Deliveries (Calculated),0,0,0
01/05/2022,Statistical Difference (Calculated),0,0,0
01/05/2022,Gross Inland Deliveries (Observed),2872.178,0,0
01/05/2022,of which: Electricity and Heat Generation,0,0,0
01/05/2022,Closing Stocks,0,0,0
01/06/2022,Production,17922.867,0,0
01/06/2022,Receipts from Other Sources,0,0,0
01/06/2022,Imports,0,0,0
01/06/2022,LNG,0,0,0
01/06/2022,Pipeline,0,0,0
01/06/2022,Exports,0,0,0
01/06/2022,LNG,11503,0,0
01/06/2022,Pipeline,1787.36,0,0
01/06/2022,Stock Change,0,0,0
01/06/2022,Gross Inland Deliveries (Calculated),0,0,0
01/06/2022,Statistical Difference (Calculated),0,0,0
01/06/2022,Gross Inland Deliveries (Observed),3158.461,0,0
01/06/2022,of which: Electricity and Heat Generation,0,0,0
01/06/2022,Closing Stocks,0,0,0
01/07/2022,Production,18483.427,0,0
01/07/2022,Receipts from Other Sources,0,0,0
01/07/2022,Imports,0,0,0
01/07/2022,LNG,0,0,0
01/07/2022,Pipeline,0,0,0
01/07/2022,Exports,0,0,0
01/07/2022,LNG,11758,0,0
01/07/2022,Pipeline,1931.209,0,0
01/07/2022,Stock Change,0,0,0
01/07/2022,Gross Inland Deliveries (Calculated),0,0,0
01/07/2022,Statistical Difference (Calculated),0,0,0
01/07/2022,Gross Inland Deliveries (Observed),3211.952,0,0
01/07/2022,of which: Electricity and Heat Generation,0,0,0
01/07/2022,Closing Stocks,0,0,0
01/08/2022,Production,18424.613,0,0
01/08/2022,Receipts from Other Sources,0,0,0
01/08/2022,Imports,0,0,0
01/08/2022,LNG,0,0,0
01/08/2022,Pipeline,0,0,0
01/08/2022,Exports,0,0,0
01/08/2022,LNG,11846,0,0
01/08/2022,Pipeline,1921.553,0,0
01/08/2022,Stock Change,0,0,0
01/08/2022,Gross Inland Deliveries (Calculated),0,0,0
01/08/2022,Statistical Difference (Calculated),0,0,0
01/08/2022,Gross Inland Deliveries (Observed),3333.091,0,0
01/08/2022,of which: Electricity and Heat Generation,0,0,0
01/08/2022,Closing Stocks,0,0,0
01/09/2022,Production,17658.671,0,0
01/09/2022,Receipts from Other Sources,0,0,0
01/09/2022,Imports,0,0,0
01/09/2022,LNG,0,0,0
01/09/2022,Pipeline,0,0,0
01/09/2022,Exports,0,0,0
01/09/2022,LNG,11139.566,0,0
01/09/2022,Pipeline,1851.922,0,0
01/09/2022,Stock Change,0,0,0
01/09/2022,Gross Inland Deliveries (Calculated),0,0,0
01/09/2022,Statistical Difference (Calculated),0,0,0
01/09/2022,Gross Inland Deliveries (Observed),3128.729,0,0
01/09/2022,of which: Electricity and Heat Generation,0,0,0
01/09/2022,Closing Stocks,0,0,0
01/10/2022,Production,18588.766,0,0
01/10/2022,Receipts from Other Sources,0,0,0
01/10/2022,Imports,0,0,0
01/10/2022,LNG,0,0,0
01/10/2022,Pipeline,0,0,0
01/10/2022,Exports,0,0,0
01/10/2022,LNG,12046,0,0
01/10/2022,Pipeline,1939.987,0,0
01/10/2022,Stock Change,0,0,0
01/10/2022,Gross Inland Deliveries (Calculated),0,0,0
01/10/2022,Statistical Difference (Calculated),0,0,0
01/10/2022,Gross Inland Deliveries (Observed),3681.587,0,0
01/10/2022,of which: Electricity and Heat Generation,0,0,0
01/10/2022,Closing Stocks,0,0,0
01/11/2022,Production,17787.796,0,0
01/11/2022,Receipts from Other Sources,0,0,0
01/11/2022,Imports,0,0,0
01/11/2022,LNG,0,0,0
01/11/2022,Pipeline,0,0,0
01/11/2022,Exports,0,0,0
01/11/2022,LNG,11634,0,0
01/11/2022,Pipeline,1687.967,0,0
01/11/2022,Stock Change,0,0,0
01/11/2022,Gross Inland Deliveries (Calculated),0,0,0
01/11/2022,Statistical Difference (Calculated),0,0,0
01/11/2022,Gross Inland Deliveries (Observed),3536.491,0,0
01/11/2022,of which: Electricity and Heat Generation,0,0,0
01/11/2022,Closing Stocks,0,0,0
01/12/2022,Production,17145.626,0,0
01/12/2022,Receipts from Other Sources,0,0,0
01/12/2022,Imports,0,0,0
01/12/2022,LNG,0,0,0
01/12/2022,Pipeline,0,0,0
01/12/2022,Exports,0,0,0
01/12/2022,LNG,11235,0,0
01/12/2022,Pipeline,1593.2475,0,0
01/12/2022,Stock Change,0,0,0
01/12/2022,Gross Inland Deliveries (Calculated),0,0,0
01/12/2022,Statistical Difference (Calculated),0,0,0
01/12/2022,Gross Inland Deliveries (Observed),3483.199,0,0
01/12/2022,of which: Electricity and Heat Generation,0,0,0
01/12/2022,Closing Stocks,0,0,0
01/01/2023,Production,17814.527,0,0
01/01/2023,Receipts from Other Sources,0,0,0
01/01/2023,Imports,0,0,0
01/01/2023,LNG,0,0,0
01/01/2023,Pipeline,0,0,0
01/01/2023,Exports,0,0,0
01/01/2023,LNG,12021,0,0
01/01/2023,Pipeline,1502.832,0,0
01/01/2023,Stock Change,0,0,0
01/01/2023,Gross Inland Deliveries (Calculated),0,0,0
01/01/2023,Statistical Difference (Calculated),0,0,0
01/01/2023,Gross Inland Deliveries (Observed),3482.321,0,0
01/01/2023,of which: Electricity and Heat Generation,0,0,0
01/01/2023,Closing Stocks,0,0,0
01/02/2023,Production,16927.926,0,0
01/02/2023,Receipts from Other Sources,0,0,0
01/02/2023,Imports,0,0,0
01/02/2023,LNG,0,0,0
01/02/2023,Pipeline,0,0,0
01/02/2023,Exports,0,0,0
01/02/2023,LNG,11895,0,0
01/02/2023,Pipeline,981.405,0,0
01/02/2023,Stock Change,0,0,0
01/02/2023,Gross Inland Deliveries (Calculated),0,0,0
01/02/2023,Statistical Difference (Calculated),0,0,0
01/02/2023,Gross Inland Deliveries (Observed),3441.064,0,0
01/02/2023,of which: Electricity and Heat Generation,0,0,0
01/02/2023,Closing Stocks,0,0,0
