Date,Year,Month,Flow,Terminal,Volume (10^3 m3),Volume (MCF)
12/01/2017,2017,December,Exports,Huntingdon,184.3978,6509.419709
12/01/2017,2017,December,Exports,Total,414.1702,14620.60644
12/01/2017,2017,December,Exports,Vancouver,33.0698,1167.395749
01/01/2018,2018,January,Exports,Blaine,43.2925,1528.266892
01/01/2018,2018,January,Exports,Champlain,91.3209,3223.71561
01/01/2018,2018,January,Exports,Huntingdon,206.3081,7282.874374
01/01/2018,2018,January,Exports,Philipsburg,751.2434,26519.61463
01/01/2018,2018,January,Exports,Total,1092.1649,38554.4715
01/01/2018,2018,January,Imports,Coutts,4872,171986.2863
01/01/2018,2018,January,Imports,ST. JOHN,251375.64,8873801.885
01/01/2018,2018,January,Imports,Total,256247.64,9045788.172
02/01/2018,2018,February,Exports,Blaine,110.285,3893.166581
02/01/2018,2018,February,Exports,Champlain,90.8713,3207.844297
02/01/2018,2018,February,Exports,Huntingdon,221.6656,7825.008896
02/01/2018,2018,February,Exports,Philipsburg,681.8545,24070.11971
02/01/2018,2018,February,Exports,Total,1104.6764,38996.13949
02/01/2018,2018,February,Imports,Canaport,81477.88,2876247.536
02/01/2018,2018,February,Imports,North Portal,40.21066,1419.474976
02/01/2018,2018,February,Imports,Total,81518.09066,2877667.011
03/01/2018,2018,March,Exports,Blaine,43.9925,1552.977566
03/01/2018,2018,March,Exports,Champlain,113.4845,4006.112009
03/01/2018,2018,March,Exports,Highgate Springs,918,32406.28301
03/01/2018,2018,March,Exports,Huntingdon,178.1657,6289.420584
03/01/2018,2018,March,Exports,Philipsburg,367.7578,12982.20408
03/01/2018,2018,March,Exports,"Portal, North Dakota",1000,35300.96188
03/01/2018,2018,March,Exports,Total,2621.4005,92537.95912
04/01/2018,2018,April,Exports,Highgate Springs,5153,181905.8566
04/01/2018,2018,April,Exports,Huntingdon,173.2604,6116.258776
04/01/2018,2018,April,Exports,Philipsburg,153.9174,5433.43227
04/01/2018,2018,April,Exports,Total,5897.8078,208198.2883
04/01/2018,2018,April,Exports,Vancouver,417.63,14742.74071
04/01/2018,2018,April,Imports,North Portal,22.528762,795.2869686
04/01/2018,2018,April,Imports,Total,22.528762,795.2869686
05/01/2018,2018,May,Exports,Champlain,45.0031,1588.652718
05/01/2018,2018,May,Exports,Highgate Springs,5153,181905.8566
05/01/2018,2018,May,Exports,Huntingdon,164.0499,5791.119266
05/01/2018,2018,May,Exports,Philipsburg,215.6992,7614.389237
05/01/2018,2018,May,Exports,Total,5577.7522,196900.0178
05/01/2018,2018,May,Imports,ST. JOHN,80847.9328,2854009.794
05/01/2018,2018,May,Imports,Total,80847.9328,2854009.794
06/01/2018,2018,June,Exports,Champlain,69.0052,2435.949935
06/01/2018,2018,June,Exports,Highgate Springs,5708,201497.8904
06/01/2018,2018,June,Exports,Huntingdon,155.7551,5498.304848
06/01/2018,2018,June,Exports,Philipsburg,193.5278,6831.717491
06/01/2018,2018,June,Exports,Total,6126.2881,216263.8627
07/01/2018,2018,July,Exports,Champlain,46.7393,1649.942248
07/01/2018,2018,July,Exports,Highgate Springs,5972,210817.3444
07/01/2018,2018,July,Exports,Huntingdon,162.4933,5736.169789
07/01/2018,2018,July,Exports,Philipsburg,142.5883,5033.504143
07/01/2018,2018,July,Exports,Total,6323.8209,223236.9605
07/01/2018,2018,July,Imports,ST. JOHN,84841.2426,2994977.471
07/01/2018,2018,July,Imports,Total,84841.2426,2994977.471
08/01/2018,2018,August,Exports,Blaine,42.705,1507.527577
08/01/2018,2018,August,Exports,Champlain,68.1874,2407.080808
08/01/2018,2018,August,Exports,Highgate Springs,6304,222537.2637
08/01/2018,2018,August,Exports,Huntingdon,179.2071,6326.183006
08/01/2018,2018,August,Exports,Philipsburg,199.6599,7048.186519
08/01/2018,2018,August,Exports,Total,7026.6389,248047.112
08/01/2018,2018,August,Exports,Vancouver,23.088,815.0286079
08/01/2018,2018,August,Exports,Venterm,209.7915,7405.841744
09/01/2018,2018,September,Exports,Blaine,127.015,4483.751673
09/01/2018,2018,September,Exports,Champlain,46.4941,1641.286452
09/01/2018,2018,September,Exports,Highgate Springs,4889,172586.4026
09/01/2018,2018,September,Exports,Huntingdon,183.023,6460.887946
09/01/2018,2018,September,Exports,Philipsburg,124.29,4387.556552
09/01/2018,2018,September,Exports,Total,6272.4025,221421.8416
09/01/2018,2018,September,Exports,Vancouver,91.6323,3234.708329
09/01/2018,2018,September,Exports,Vanterm,267.4902,9442.661354
09/01/2018,2018,September,Exports,Venterm,543.4579,19184.58661
09/01/2018,2018,September,Imports,North Portal,59.431807,2097.999953
09/01/2018,2018,September,Imports,Total,59.431807,2097.999953
10/01/2018,2018,October,Exports,Champlain,45.8646,1619.064496
10/01/2018,2018,October,Exports,Highgate Springs,5035,177740.3431
10/01/2018,2018,October,Exports,Huntingdon,166.2267,5867.9624
10/01/2018,2018,October,Exports,Philipsburg,279.3362,9860.836548
10/01/2018,2018,October,Exports,Total,5600.285308,197695.4582
10/01/2018,2018,October,Exports,Vanterm,73.857808,2607.251665
11/01/2018,2018,November,Exports,Champlain,68.6342,2422.853278
11/01/2018,2018,November,Exports,Highgate Springs,1536,54222.27745
11/01/2018,2018,November,Exports,Huntingdon,36.2,1277.89482
11/01/2018,2018,November,Exports,Kingsgate,19.02,671.424295
11/01/2018,2018,November,Exports,Philipsburg,258.8348,9137.117408
11/01/2018,2018,November,Exports,Total,1978.689,69849.62496
11/01/2018,2018,November,Exports,Vancouver,60,2118.057713
12/01/2018,2018,December,Exports,Alcan,37.35,1318.490926
12/01/2018,2018,December,Exports,Champlain,45.965,1622.608713
12/01/2018,2018,December,Exports,Jackman,1059.3359,37395.57622
12/01/2018,2018,December,Exports,Philipsburg,360.9539,12742.01986
12/01/2018,2018,December,Exports,Total,1503.6048,53078.69573
12/01/2018,2018,December,Imports,North Portal,19.99529,705.8529701
12/01/2018,2018,December,Imports,ST. JOHN,94098.0237,3321750.748
12/01/2018,2018,December,Imports,Total,94118.01899,3322456.601
01/01/2019,2019,January,Exports,Alcan,46.65,1646.789872
01/01/2019,2019,January,Exports,Champlain,46.265,1633.199001
01/01/2019,2019,January,Exports,Jackman,1168.8631,41261.99174
01/01/2019,2019,January,Exports,Philipsburg,983.3772,34714.16105
01/01/2019,2019,January,Exports,Total,2245.1553,79256.14166
01/01/2019,2019,January,Imports,ST. JOHN,91474.9792,3229154.754
01/01/2019,2019,January,Imports,Total,91474.9792,3229154.754
02/01/2019,2019,February,Exports,Champlain,46.6196,1645.716722
02/01/2019,2019,February,Exports,Jackman,1027.2502,36262.92015
02/01/2019,2019,February,Exports,Philipsburg,506.6909,17886.67615
02/01/2019,2019,February,Exports,Total,1580.5607,55795.31302
02/01/2019,2019,February,Imports,North Portal,28.072889,990.9999845
02/01/2019,2019,February,Imports,ST. JOHN,181927.5242,6422216.597
02/01/2019,2019,February,Imports,Total,181955.5971,6423207.597
03/01/2019,2019,March,Exports,Champlain,46.2998,1634.427475
03/01/2019,2019,March,Exports,Jackman,844.226,29801.98984
03/01/2019,2019,March,Exports,Philipsburg,344.0239,12144.37458
03/01/2019,2019,March,Exports,Total,1399.226515,49394.04187
03/01/2019,2019,March,Exports,Vanterm,164.676815,5813.249969
03/01/2019,2019,March,Imports,ST. JOHN,90934.4892,3210074.937
03/01/2019,2019,March,Imports,Total,90934.4892,3210074.937
04/01/2019,2019,April,Exports,Champlain,46.47,1640.435699
04/01/2019,2019,April,Exports,Jackman,666.5173,23528.7018
04/01/2019,2019,April,Exports,Philipsburg,161.8789,5714.480878
04/01/2019,2019,April,Exports,Total,874.8662,30883.61838
05/01/2019,2019,May,Exports,Philipsburg,285.9981,10096.00803
05/01/2019,2019,May,Exports,Total,319.6281,11283.17937
05/01/2019,2019,May,Exports,Vancouver,33.63,1187.171348
06/01/2019,2019,June,Exports,Champlain,92.4884,3264.929483
06/01/2019,2019,June,Exports,Philipsburg,88.4999,3124.131596
06/01/2019,2019,June,Exports,Total,494.6483,17461.56078
06/01/2019,2019,June,Exports,Vancouver,313.66,11072.4997
07/01/2019,2019,July,Exports,Philipsburg,83.8688,2960.649312
07/01/2019,2019,July,Exports,Total,805.8688,28447.94379
07/01/2019,2019,July,Exports,Vancouver,722,25487.29448
08/01/2019,2019,August,Exports,Philipsburg,80.3074,2834.928466
08/01/2019,2019,August,Exports,Total,527.1074,18607.39823
08/01/2019,2019,August,Exports,Vancouver,446.8,15772.46977
08/01/2019,2019,August,Imports,ST. JOHN,77405.6985,2732495.612
08/01/2019,2019,August,Imports,Total,77405.6985,2732495.612
09/01/2019,2019,September,Exports,Total,2452,86557.95853
09/01/2019,2019,September,Exports,Vancouver,2452,86557.95853
09/01/2019,2019,September,Imports,North Portal,287.665666,10154.87471
09/01/2019,2019,September,Imports,ST. JOHN,79123.5869,2793138.725
09/01/2019,2019,September,Imports,Total,79411.25257,2803293.6
10/01/2019,2019,October,Exports,Philipsburg,82.4227,2909.600591
10/01/2019,2019,October,Exports,Total,2488.6227,87850.77507
10/01/2019,2019,October,Exports,Vancouver,2406.2,84941.17448
10/01/2019,2019,October,Imports,North Portal,399.819122,14113.99958
10/01/2019,2019,October,Imports,Total,399.819122,14113.99958
11/01/2019,2019,November,Exports,Alcan,22.55,796.0366904
11/01/2019,2019,November,Exports,Philipsburg,471.4225,16641.6677
11/01/2019,2019,November,Exports,Total,2037.7725,71935.32934
11/01/2019,2019,November,Exports,Vancouver,1543.8,54497.62495
11/01/2019,2019,November,Imports,Port of Estevan,21.6359,763.7680812
11/01/2019,2019,November,Imports,Total,21.6359,763.7680812
12/01/2019,2019,December,Exports,Alcan,94.05,3320.055465
12/01/2019,2019,December,Exports,Champlain,616.0451,21746.98459
12/01/2019,2019,December,Exports,Philipsburg,1158.5099,40896.51382
12/01/2019,2019,December,Exports,Total,6590.205,232640.5755
12/01/2019,2019,December,Exports,Vancouver,4721.6,166677.0216
01/01/2020,2020,January,Exports,Alcan,21.24,749.7924303
01/01/2020,2020,January,Exports,Champlain,1088.2306,38415.58693
01/01/2020,2020,January,Exports,Philipsburg,1092.0734,38551.24146
01/01/2020,2020,January,Exports,Total,6196.944,218758.0839
01/01/2020,2020,January,Exports,Vancouver,3995.4,141041.4631
01/01/2020,2020,January,Imports,North Portal,67.1366,2369.986557
01/01/2020,2020,January,Imports,ST. JOHN,369195.9925,13032973.66
01/01/2020,2020,January,Imports,Total,369263.1291,13035343.64
02/01/2020,2020,February,Exports,Blaine,16.4625,581.142085
02/01/2020,2020,February,Exports,Philipsburg,767.6575,27099.04814
02/01/2020,2020,February,Exports,Total,784.12,27680.19023
03/01/2020,2020,March,Exports,Blaine,80.4125,2838.638597
03/01/2020,2020,March,Exports,Philipsburg,615.8732,21740.91636
03/01/2020,2020,March,Exports,Total,696.2857,24579.55495
03/01/2020,2020,March,Imports,ST. JOHN,103274.0102,3645671.897
03/01/2020,2020,March,Imports,Total,103274.0102,3645671.897
04/01/2020,2020,April,Exports,Total,998.8,35258.60073
04/01/2020,2020,April,Exports,Vancouver,998.8,35258.60073
04/01/2020,2020,April,Imports,ST. JOHN,80100.3266,2827618.576
04/01/2020,2020,April,Imports,Total,80100.3266,2827618.576
05/01/2020,2020,May,Exports,Philipsburg,125.1642,4418.416653
05/01/2020,2020,May,Exports,Total,851.5642,30061.03536
05/01/2020,2020,May,Exports,Vancouver,726.4,25642.61871
07/01/2020,2020,July,Exports,Pacific Highway,118.4677,4182.023762
07/01/2020,2020,July,Exports,Philipsburg,121.3012,4282.049037
07/01/2020,2020,July,Exports,Total,239.7689,8464.072799
07/01/2020,2020,July,Imports,ST. JOHN,79835.4578,2818268.453
07/01/2020,2020,July,Imports,Total,79835.4578,2818268.453
08/01/2020,2020,August,Exports,Blaine,101.135,3570.16278
08/01/2020,2020,August,Exports,Pacific Highway,156.227,5514.963372
08/01/2020,2020,August,Exports,Total,257.362,9085.126152
09/01/2020,2020,September,Exports,Pacific Highway,156.6276,5529.104937
09/01/2020,2020,September,Exports,Philipsburg,42.4038,1496.894927
09/01/2020,2020,September,Exports,Total,199.0314,7025.999864
09/01/2020,2020,September,Imports,ST. JOHN,81636.4867,2881846.505
09/01/2020,2020,September,Imports,Total,81636.4867,2881846.505
10/01/2020,2020,October,Exports,Blaine,40.0013,1412.084366
10/01/2020,2020,October,Exports,Pacific Highway,188.4033,6650.817711
10/01/2020,2020,October,Exports,Philipsburg,104.4847,3688.410412
10/01/2020,2020,October,Exports,Total,332.8893,11751.31249
10/01/2020,2020,October,Imports,ST. JOHN,75830.0923,2676875.198
10/01/2020,2020,October,Imports,Total,75830.0923,2676875.198
11/01/2020,2020,November,Exports,Blaine,19.855,700.9005981
11/01/2020,2020,November,Exports,Pacific Highway,102.9526,3634.325808
11/01/2020,2020,November,Exports,Total,122.8076,4335.226406
12/01/2020,2020,December,Exports,Blaine,125.2525,4421.533728
12/01/2020,2020,December,Exports,Pacific Highway,74.7123,2637.416054
12/01/2020,2020,December,Exports,Philipsburg,157.6176,5564.052889
12/01/2020,2020,December,Exports,Total,357.5824,12623.00267
12/01/2020,2020,December,Imports,Queenston,279.5873,9869.70062
12/01/2020,2020,December,Imports,ST. JOHN,81434.98,2874733.125
12/01/2020,2020,December,Imports,Total,81714.5673,2884602.825
01/01/2021,2021,January,Exports,Blaine,62.5225,2207.104389
01/01/2021,2021,January,Exports,Champlain,63.238,2232.362227
01/01/2021,2021,January,Exports,Pacific Highway,15.54,548.5769476
01/01/2021,2021,January,Exports,Philipsburg,210.7756,7440.581421
01/01/2021,2021,January,Exports,Total,1714.0761,60508.53507
01/01/2021,2021,January,Exports,Vancouver,1362,48079.91008
01/01/2021,2021,January,Imports,ST. JOHN,241121.6052,8511824.594
01/01/2021,2021,January,Imports,Total,241121.6052,8511824.594
02/01/2021,2021,February,Exports,Blaine,187.8175,6630.138408
02/01/2021,2021,February,Exports,Champlain,330.534,11668.16813
02/01/2021,2021,February,Exports,Philipsburg,319.269,11270.5028
02/01/2021,2021,February,Exports,Total,837.6205,29568.80934
02/01/2021,2021,February,Imports,ST. JOHN,185220.6418,6538466.816
02/01/2021,2021,February,Imports,Total,185220.6418,6538466.816
03/01/2021,2021,March,Exports,Blaine,63.0475,2225.637394
03/01/2021,2021,March,Exports,Champlain,63.1291,2228.517953
03/01/2021,2021,March,Exports,ST. JOHN,1857.3796,65567.28646
03/01/2021,2021,March,Exports,Total,1983.5562,70021.4418
03/01/2021,2021,March,Imports,ST. JOHN,78318.6651,2764724.211
03/01/2021,2021,March,Imports,Total,78318.6651,2764724.211
04/01/2021,2021,April,Exports,Pacific Highway,230.2559,8128.254749
04/01/2021,2021,April,Exports,Total,230.2559,8128.254749
04/01/2021,2021,April,Imports,Queenston,512.2804,18083.99087
04/01/2021,2021,April,Imports,Total,512.2804,18083.99087
05/01/2021,2021,May,Exports,Champlain,20.387,719.6807099
05/01/2021,2021,May,Exports,Pacific Highway,362.6716,12802.65633
05/01/2021,2021,May,Exports,Philipsburg,102.301,3611.323701
05/01/2021,2021,May,Exports,Total,485.3596,17133.66074
05/01/2021,2021,May,Imports,Queenston,613.7214,21664.95575
05/01/2021,2021,May,Imports,Total,613.7214,21664.95575
06/01/2021,2021,June,Exports,Champlain,20.713,731.1888234
06/01/2021,2021,June,Exports,Pacific Highway,274.05,9674.228603
06/01/2021,2021,June,Exports,Surrey,41.82,1476.286226
06/01/2021,2021,June,Exports,Total,336.583,11881.70365
06/01/2021,2021,June,Imports,Queenston,237.7035,8391.162192
06/01/2021,2021,June,Imports,ST. JOHN,78533.1585,2772296.035
06/01/2021,2021,June,Imports,Total,78770.862,2780687.197
07/01/2021,2021,July,Exports,Champlain,39.85,1406.743331
07/01/2021,2021,July,Exports,Huntingdon,63.17,2229.961762
07/01/2021,2021,July,Exports,Pacific Highway,556.8465,19657.21707
07/01/2021,2021,July,Exports,Philipsburg,101.8286,3594.647527
07/01/2021,2021,July,Exports,Total,761.6951,26888.56969
07/01/2021,2021,July,Imports,Queenston,550.3067,19426.35584
07/01/2021,2021,July,Imports,Total,550.3067,19426.35584
08/01/2021,2021,August,Exports,Pacific Highway,609.6363,21520.74779
08/01/2021,2021,August,Exports,Philipsburg,65.088,2297.669007
08/01/2021,2021,August,Exports,Total,674.7243,23818.41679
08/01/2021,2021,August,Imports,Queenston,597.6621,21098.04701
08/01/2021,2021,August,Imports,Total,597.6621,21098.04701
09/01/2021,2021,September,Exports,Blaine,137.2125,4843.733232
09/01/2021,2021,September,Exports,Champlain,36.622,1292.791826
09/01/2021,2021,September,Exports,Pacific Highway,547.4152,19324.28311
09/01/2021,2021,September,Exports,Surrey,20.99,740.9671899
09/01/2021,2021,September,Exports,Total,742.2397,26201.77536
09/01/2021,2021,September,Imports,Queenston,632.5962,22331.25434
09/01/2021,2021,September,Imports,Total,632.5962,22331.25434
10/01/2021,2021,October,Exports,Blaine,38.5425,1360.587323
10/01/2021,2021,October,Exports,Champlain,80.142,2829.089687
10/01/2021,2021,October,Exports,Pacific Highway,639.207,22564.62194
10/01/2021,2021,October,Exports,Philipsburg,137.587,4856.953442
10/01/2021,2021,October,Exports,Total,895.4785,31611.25239
10/01/2021,2021,October,Imports,Queenston,257.787,9100.12906
10/01/2021,2021,October,Imports,ST. JOHN,41718.4307,1472700.732
10/01/2021,2021,October,Imports,Total,41976.2177,1481800.861
11/01/2021,2021,November,Exports,Blaine,57.2575,2021.244825
11/01/2021,2021,November,Exports,Coutts,20.86,736.3780648
11/01/2021,2021,November,Exports,Pacific Highway,293.7747,10370.52949
11/01/2021,2021,November,Exports,Philipsburg,1034.1986,36508.20536
11/01/2021,2021,November,Exports,Surrey,39.17,1382.738677
11/01/2021,2021,November,Exports,Total,1445.2608,51019.09641
11/01/2021,2021,November,Imports,Queenston,287.8281,10160.60879
11/01/2021,2021,November,Imports,ST. JOHN,74451.3815,2628205.38
11/01/2021,2021,November,Imports,Total,74739.2096,2638365.989
12/01/2021,2021,December,Exports,Blaine,152.1475,5370.953098
12/01/2021,2021,December,Exports,Jackman,1434.301,50632.20493
12/01/2021,2021,December,Exports,Kingsgate,41.72,1472.75613
12/01/2021,2021,December,Exports,Pacific Highway,176.5743,6233.242633
12/01/2021,2021,December,Exports,Total,1804.7428,63709.15679
12/01/2021,2021,December,Imports,Queenston,678.463,23950.3965
12/01/2021,2021,December,Imports,Total,678.463,23950.3965
01/01/2022,2022,January,Exports,Blaine,134.905,4762.276263
01/01/2022,2022,January,Exports,Fairbanks,33.47,1181.523194
01/01/2022,2022,January,Exports,Jackman,1540.83,54392.78109
01/01/2022,2022,January,Exports,Philipsburg,341.45,12053.51343
01/01/2022,2022,January,Exports,Total,2050.655,72390.09399
01/01/2022,2022,January,Imports,Queenston,430.2258,15187.38457
01/01/2022,2022,January,Imports,ST. JOHN,149509.7238,5277837.061
01/01/2022,2022,January,Imports,Total,149939.9496,5293024.445
02/01/2022,2022,February,Exports,Jackman,1320.98,46631.86463
02/01/2022,2022,February,Exports,Philipsburg,165.669,5848.275054
02/01/2022,2022,February,Exports,Total,1486.649,52480.13968
02/01/2022,2022,February,Imports,Queenston,143.1681,5053.971641
02/01/2022,2022,February,Imports,Total,143.1681,5053.971641
03/01/2022,2022,March,Exports,Blaine,19.085,673.7188575
03/01/2022,2022,March,Exports,Jackman,903.28,31886.65285
03/01/2022,2022,March,Exports,Pacific Highway,383.9,13552.03927
03/01/2022,2022,March,Exports,Philipsburg,38.96,1375.325475
03/01/2022,2022,March,Exports,Total,1345.225,47487.73645
04/01/2022,2022,April,Exports,Alcan-Beaver Creek Border Crossing,189.0306,6672.962005
04/01/2022,2022,April,Exports,Highgate Springs,3599.929,127080.9564
04/01/2022,2022,April,Exports,Pacific Highway,299.4683,10571.51904
04/01/2022,2022,April,Exports,Philipsburg,18.8396,665.0560014
04/01/2022,2022,April,Exports,Total,4107.2675,144990.4935
04/01/2022,2022,April,Imports,Queenston,504.5751,17811.98637
04/01/2022,2022,April,Imports,Total,504.5751,17811.98637
05/01/2022,2022,May,Exports,Alcan-Beaver Creek Border Crossing,39.554,1396.294246
05/01/2022,2022,May,Exports,Champlain,22.258,785.7288095
05/01/2022,2022,May,Exports,Highgate Springs,4991.884,176218.3068
05/01/2022,2022,May,Exports,Pacific Highway,200.5624,7080.045637
05/01/2022,2022,May,Exports,Total,5254.2584,185480.3755
05/01/2022,2022,May,Imports,Queenston,281.9304,9952.414303
05/01/2022,2022,May,Imports,Total,281.9304,9952.414303
06/01/2022,2022,June,Exports,Alcan-Beaver Creek Border Crossing,323.1318,11406.86335
06/01/2022,2022,June,Exports,Blaine,209.25,7386.726274
06/01/2022,2022,June,Exports,Champlain,44.32,1564.538631
06/01/2022,2022,June,Exports,Highgate Springs,4166.64,147086.3998
06/01/2022,2022,June,Exports,Total,4743.3418,167444.5281
06/01/2022,2022,June,Imports,Queenston,805.8792,28448.31092
06/01/2022,2022,June,Imports,Total,805.8792,28448.31092
07/01/2022,2022,July,Exports,Blaine,101.5,3583.047631
07/01/2022,2022,July,Exports,Champlain,67.7408,2391.315399
07/01/2022,2022,July,Exports,Philipsburg,21.914,773.5852787
07/01/2022,2022,July,Exports,Total,191.1548,6747.948308
08/01/2022,2022,August,Exports,Blaine,263.6,9305.333552
08/01/2022,2022,August,Exports,Coutts,23.3893,825.6647877
08/01/2022,2022,August,Exports,Highgate Springs,4633.4347,163564.7017
08/01/2022,2022,August,Exports,Huntingdon,20.94,739.2021418
08/01/2022,2022,August,Exports,Philipsburg,128.167,4524.418381
08/01/2022,2022,August,Exports,Total,5069.531,178959.3206
09/01/2022,2022,September,Exports,Alcan-Beaver Creek Border Crossing,121.7,4296.127061
09/01/2022,2022,September,Exports,Blaine,195.87,6914.399404
09/01/2022,2022,September,Exports,Champlain,68.578,2420.869364
09/01/2022,2022,September,Exports,Highgate Springs,2801.371,98891.09088
09/01/2022,2022,September,Exports,Total,3187.519,112522.4867
10/01/2022,2022,October,Exports,Alcan-Beaver Creek Border Crossing,201.17,7101.494502
10/01/2022,2022,October,Exports,Blaine,346.47,12230.72426
10/01/2022,2022,October,Exports,Champlain,607.938,21460.79616
10/01/2022,2022,October,Exports,Highgate Springs,4139.724,146136.2391
10/01/2022,2022,October,Exports,Jackman,203.988,7200.972612
10/01/2022,2022,October,Exports,Total,5499.29,194130.2267
10/01/2022,2022,October,Imports,Queenston,661.6723,23357.66864
10/01/2022,2022,October,Imports,Total,661.6723,23357.66864
11/01/2022,2022,November,Exports,Alcan-Beaver Creek Border Crossing,120.785,4263.826681
11/01/2022,2022,November,Exports,Blaine,122.363,4319.531599
11/01/2022,2022,November,Exports,Champlain,52.912,1867.844495
11/01/2022,2022,November,Exports,Highgate Springs,859.067,30325.89142
11/01/2022,2022,November,Exports,Jackman,2001.629,70659.42903
11/01/2022,2022,November,Exports,Total,3397.3777,119930.7007
11/01/2022,2022,November,Exports,Vanterm,240.6217,8494.177459
11/01/2022,2022,November,Imports,ST. JOHN,155759.697,5498467.126
11/01/2022,2022,November,Imports,Total,155759.697,5498467.126
12/01/2022,2022,December,Exports,Blaine,51.132,1805.008783
12/01/2022,2022,December,Exports,Champlain,775.14,27363.18759
12/01/2022,2022,December,Exports,Highgate Springs,158.28,5587.436246
12/01/2022,2022,December,Exports,Jackman,3686.15,130124.6406
12/01/2022,2022,December,Exports,Total,4911.2972,173373.5152
12/01/2022,2022,December,Exports,Vanterm,240.5952,8493.241984
12/01/2022,2022,December,Imports,Queenston,284.5648,10045.41116
12/01/2022,2022,December,Imports,Total,284.5648,10045.41116
01/01/2023,2023,January,Exports,Centerm,48.7313,1720.261764
01/01/2023,2023,January,Exports,Champlain,59.7,2107.467424
01/01/2023,2023,January,Exports,Coutts,43.79,1545.829121
01/01/2023,2023,January,Exports,Jackman,1894.48,66876.96626
01/01/2023,2023,January,Exports,Surrey,59.03,2083.81578
01/01/2023,2023,January,Exports,Total,2814.4981,99354.49014
01/01/2023,2023,January,Exports,Vancouver Port,28.6885,1012.731645
01/01/2023,2023,January,Exports,Vanterm,680.0783,24007.41814
02/01/2023,2023,February,Exports,Highgate Springs,312.56,11033.66865
02/01/2023,2023,February,Exports,Jackman,1417.22,50029.2292
02/01/2023,2023,February,Exports,Surrey,17450,616001.7848
02/01/2023,2023,February,Exports,Total,19666.0198,694229.4153
02/01/2023,2023,February,Exports,Vanterm,486.2398,17164.73264
